client_id,sku,sconto_pct
C007,WAT-FRI-SN-050P,12
C007,WAT-SAN-PEL-050P,17
C007,WIN-CHA-FRA-75V,12
C007,WIN-FER-BRU-75V,14
C007,WIN-GAV-PIE-75V,16
C007,WIN-LAM-DOC-75V,20
C007,WIN-PRO-DOC-75V,16
C007,WIN-SAU-FRI-75V,18
C008,APER-CAM-RED-10V,15
C008,BIR-BEC-CLA-33V,16
C008,BIR-HEI-CLA-33V,19
C008,BIR-MOR-RIC-33V,13
C008,BIR-PER-CLA-33V,14
C008,JUC-ACE-PF-100T,13
C008,JUC-PRY-PF-100T,12
C008,JUC-SAN-AN-100T,8
C008,JUC-SAN-ORA-100T,11
C008,SOFT-COK-CLA-150P,15
C008,SOFT-EST-LIM-20B,8
C008,SOFT-EST-PES-33L,10
C008,SOFT-LEM-TAS-33L,11
C008,SOFT-ORA-TAS-33L,11
C008,SPI-AMR-MON-70V,20
C008,SPI-BIT-APE-100V,13
C008,SPI-BIT-CAM-100V,14
C008,SPI-GRA-NON-70V,8
C008,SPI-LIQ-DIS-70V,11
C008,SPI-VER-MAB-100V,14
C008,SPI-VER-MAR-100V,12
C008,SPI-VOD-BEL-70V,16
C008,SPI-WHI-JAC-70V,10
C008,SPI-WHI-MAC-70V,14
C008,WAT-FER-NAT-050P,5
C008,WAT-NAT-LEV-150P,9
C008,WIN-AMR-VAL-75V,13
C008,WIN-BAR-PIE-75V,6
C008,WIN-BOL-SUP-75V,6
C008,WIN-MON-DOC-75V,14
C009,APER-CAM-RED-10V,9
C009,BIR-DRM-BIA-33V,20
C009,BIR-HEI-CLA-33L,8
C009,BIR-HEI-CLA-33V,5
C009,BIR-HEI-CLA-50L,14
C009,BIR-ICH-NON-50V,20
C009,BIR-MOR-SIC-50V,20
C009,BIR-PER-CLA-33L,19
C009,JUC-YOG-ACE-12V,15
C009,NRG-MON-ULT-50L,10
C009,SOFT-COK-CLA-150P,6
C009,SOFT-COK-CLA-33L,13
C009,SOFT-EST-LIM-33L,20
C009,SOFT-EST-PES-33L,8
C009,SOFT-LEM-TAS-33L,7
C009,SOFT-SCH-TON-20V,17
C009,SPI-RUM-HAV-07V,20
C009,SPI-VER-MAB-100V,7
C009,SPI-WHI-GLN-70V,6
C009,SPI-WHI-JAC-100V,9
C009,SPI-WHI-JAC-70V,9
C009,WAT-FER-NAT-050P,14
C009,WAT-NAT-LEV-150P,7
C009,WIN-FER-BRU-75V,12
C009,WIN-LUG-PRO-75V,8
C009,WIN-MON-DOC-75V,18
C009,WIN-SAU-FRI-75V,12
C010,APER-SPR-ORA-10V,17
C010,BIR-BAL-ISA-33V,19
C010,BIR-BAL-WAY-33V,19
C010,BIR-DRA-GOL-33V,14
C010,BIR-FIS-PRO-65V,18
C010,BIR-FRZ-CLA-33V,14
C010,BIR-GNS-DRA-44L,6
C010,BIR-ICH-NON-50V,8
C010,BIR-LEF-BLN-33V,11
C010,BIR-MOR-IPA-33V,11
C010,BIR-PER-CLA-33L,13
C010,BIR-PER-CLA-33V,7
C010,BIR-PFR-ANL-33V,10
C010,BIR-PFR-WEZ-50V,12
C010,JUC-ACE-PF-100T,10
C010,JUC-YOG-ACE-12V,7
C010,NRG-MON-CLA-50L,10
C010,SOFT-CIN-SAN-25V,5
C010,SOFT-COK-ZER-150P,18
C010,SOFT-FAN-ZER-33L,19
C010,SPI-GIN-HEN-70V,20
C010,SPI-GIN-MAL-70V,14
C010,SPI-LIQ-DIS-70V,6
C010,SPI-LIQ-SAM-70V,12
C010,SPI-VER-MAB-100V,14
C010,SPI-VER-MAR-100V,14
C010,SPI-WHI-GLN-70V,19
C010,SPI-WHI-JAC-70V,7
C010,SPI-WHI-MAC-70V,12
C010,WAT-FRI-LEV-050P,13
C010,WAT-NAT-SN-050P,11
C010,WAT-NAT-SN-150P,18
C010,WIN-BAR-PIE-75V,8
C010,WIN-BOL-SUP-75V,12
C010,WIN-CHA-VEU-75V,9
C010,WIN-LUG-PRO-75V,13
C010,WIN-VAL-RIP-75V,9
C010,WIN-VER-DOC-75V,7
C011,APER-CAM-RED-10V,6
C011,APER-SPR-ORA-10V,10
C011,BIR-BEC-CLA-33V,14
C011,BIR-FRZ-CLA-33V,14
C011,BIR-HEI-CLA-33V,19
C011,BIR-ICH-NON-33V,8
C011,BIR-LEF-BRU-33V,19
C011,BIR-TEN-SUP-33V,14
C011,JUC-YOG-PER-12V,17
C011,JUC-YOG-PES-12V,13
C011,NRG-MON-CLA-50L,20
C011,NRG-MON-ULT-50L,19
C011,NRG-REB-ZER-25L,7
C011,SOFT-COK-CLA-150P,6
C011,SOFT-COK-ZER-150P,18
C011,SOFT-ORA-TAS-33L,15
C011,SPI-AMR-DEL-70V,13
C011,SPI-BIT-CAM-100V,5
C011,SPI-GIN-MAL-70V,7
C011,SPI-GRA-NON-70V,12
C011,SPI-LIQ-LIM-50V,5
C011,SPI-WHI-JAC-100V,13
C011,WAT-NAT-EV-050V,6
C011,WAT-NAT-LEV-150P,10
C011,WIN-AMR-VAL-75V,20
C011,WIN-BOL-SUP-75V,19
C011,WIN-BRU-MON-75V,13
C011,WIN-FLA-DOC-75V,10
C011,WIN-FRN-SAT-75V,18
C011,WIN-MON-DOC-75V,20
C012,APER-CAM-RED-10V,7
C012,APER-SPR-ORA-10V,20
C012,BIR-BAL-ISA-33V,16
C012,BIR-DRM-BIA-33V,18
C012,BIR-HEI-CLA-50L,15
C012,BIR-ICH-NON-33V,15
C012,BIR-MOR-SIC-50V,8
C012,BIR-PFR-ANL-33V,10
C012,JUC-SAN-AN-100T,15
C012,JUC-YOG-PER-12V,18
C012,JUC-YOG-PES-12V,20
C012,NRG-MON-ULT-50L,14
C012,SOFT-COK-ZER-150P,17
C012,SOFT-EST-PES-33L,6
C012,SOFT-SCH-LEM-20V,19
C012,SOFT-SCH-TON-20V,7
C012,SPI-AMR-AVE-70V,15
C012,SPI-AMR-DEL-70V,13
C012,SPI-BIT-APE-100V,15
C012,SPI-GIN-HEN-70V,8
C012,SPI-GIN-MAL-70V,17
C012,SPI-GIN-TAN-70V,5
C012,SPI-GRA-903-70V,19
C012,SPI-TEQ-JOS-70V,18
C012,SPI-VER-MAB-100V,6
C012,SPI-VOD-BEL-70V,11
C012,SPI-WHI-GLN-70V,16
C012,SPI-WHI-MAC-70V,20
C012,WAT-NAT-EV-050V,19
C012,WAT-NAT-LEV-050P,6
C012,WAT-NAT-SN-150P,11
C012,WIN-AMR-VAL-75V,13
C012,WIN-FER-BRU-75V,9
C012,WIN-FRN-SAT-75V,14
C012,WIN-LUG-PRO-75V,19
C012,WIN-PGR-FRI-75V,20
C012,WIN-VER-DOC-75V,8
C013,BIR-BAL-WAY-33V,5
C013,BIR-BEC-CLA-33V,12
C013,BIR-CER-CLA-33V,10
C013,BIR-GNS-DRA-44L,14
C013,BIR-HEI-CLA-33V,5
C013,BIR-LEF-BRU-33V,18
C013,BIR-MOR-SIC-50V,7
C013,BIR-PER-CLA-33V,12
C013,JUC-PRY-PF-100T,8
C013,JUC-SAN-AN-100T,19
C013,JUC-SAN-ORA-100T,8
C013,JUC-YOG-PER-12V,9
C013,JUC-YOG-PES-12V,20
C013,NRG-MON-ULT-50L,14
C013,NRG-REB-CLA-25L,13
C013,SOFT-EST-PES-33L,18
C013,SOFT-LEM-TAS-33L,20
C013,SPI-AMR-AVE-70V,20
C013,SPI-AMR-DEL-70V,12
C013,SPI-LIQ-SAM-70V,19
C013,SPI-RUM-HAV-03V,9
C013,SPI-RUM-HAV-07V,17
C013,SPI-RUM-ZAC-70V,11
C013,SPI-TEQ-JOS-70V,9
C013,SPI-VER-MAB-100V,7
C013,SPI-VER-MAR-100V,13
C013,SPI-WHI-GLN-70V,18
C013,SPI-WHI-MAC-70V,15
C013,WAT-FER-NAT-050P,13
C013,WAT-FRI-LEV-050P,5
C013,WAT-FRI-SN-050P,14
C013,WAT-NAT-LEV-150P,14
C013,WAT-SAN-PEL-075V,20
C013,WIN-BAR-PIE-75V,9
C013,WIN-BRU-MON-75V,19
C013,WIN-CHA-FRA-75V,20
C013,WIN-FLA-DOC-75V,16
C013,WIN-LAM-DOC-75V,15
C013,WIN-LUG-PRO-75V,17
C014,BIR-CER-CLA-33V,19
C014,BIR-DRA-GOL-33V,15
C014,BIR-DRM-BIA-33V,11
C014,BIR-FIS-PRO-65V,12
C014,BIR-FRZ-CLA-33V,17
C014,BIR-GNS-DRA-44L,12
C014,BIR-ICH-NON-50V,18
C014,BIR-MOR-RIC-33V,6
C014,BIR-PFR-WEZ-50V,15
C014,BIR-TEN-SUP-33V,20
C014,JUC-PRY-PF-100T,17
C014,NRG-MON-CLA-50L,17
C014,NRG-MON-ULT-50L,9
C014,NRG-REB-ZER-25L,20
C014,SOFT-CIN-SAN-25V,6
C014,SOFT-FAN-ORA-33L,9
C014,SOFT-SPR-LEM-33L,15
C014,SPI-AMR-AVE-70V,8
C014,SPI-AMR-DEL-70V,19
C014,SPI-BIT-CAM-100V,8
C014,SPI-GIN-MAL-70V,19
C014,SPI-GRA-NON-70V,5
C014,SPI-LIQ-LIM-50V,9
C014,SPI-RUM-ZAC-70V,18
C014,SPI-TEQ-JOS-70V,9
C014,SPI-VOD-ABS-70V,7
C014,SPI-WHI-JAC-100V,20
C014,SPI-WHI-LAV-70V,13
C014,WAT-NAT-EV-050V,15
C014,WAT-NAT-SN-150P,17
C014,WAT-SAN-PEL-075V,7
C014,WIN-BAR-PIE-75V,15
C014,WIN-CHA-VEU-75V,17
C014,WIN-CHI-DOC-75V,15
C014,WIN-ETN-ROS-75V,20
C014,WIN-FRN-SAT-75V,6
C015,BIR-BAL-WAY-33V,7
C015,BIR-BEC-CLA-33V,12
C015,BIR-COR-EXT-35V,14
C015,BIR-DRA-GOL-33V,12
C015,BIR-DRM-BIA-33V,7
C015,BIR-FIS-PRO-65V,18
C015,BIR-HEI-CLA-33L,8
C015,BIR-ICH-NON-33V,8
C015,BIR-PER-CLA-33V,19
C015,BIR-PFR-ANL-33V,10
C015,BIR-TEN-SUP-33V,14
C015,JUC-YOG-PES-12V,5
C015,NRG-MON-ULT-50L,6
C015,SOFT-CIN-SAN-25V,15
C015,SOFT-FAN-ORA-33L,6
C015,SOFT-ORA-TAS-33L,14
C015,SPI-AMR-AVE-70V,16
C015,SPI-BIT-CAM-100V,16
C015,SPI-GRA-903-70V,18
C015,SPI-LIQ-DIS-70V,9
C015,SPI-LIQ-SAM-70V,12
C015,SPI-RUM-HAV-07V,18
C015,SPI-TEQ-JOS-70V,10
C015,SPI-VER-MAR-100V,10
C015,SPI-VOD-GRE-70V,10
C015,SPI-WHI-GLN-70V,7
C015,SPI-WHI-JAC-70V,17
C015,WAT-NAT-SN-150P,12
C015,WIN-AMR-VAL-75V,20
C015,WIN-BAR-PIE-75V,9
C015,WIN-BRU-MON-75V,12
C015,WIN-CHA-VEU-75V,19
C015,WIN-LUG-PRO-75V,13
C015,WIN-MON-DOC-75V,19
C015,WIN-SAU-FRI-75V,13
C015,WIN-VER-DOC-75V,5
